date,temp_avg,dewpoint,pressure,wind_direction,wind_speed,precipitation_1h,precipitation_6h
2018-01-01,8.025,4.7124999999999995,10055.608695652174,239.16666666666666,6.908333333333334,92,110
2018-01-02,8.491666666666665,6.233333333333334,10130.541666666666,226.66666666666666,4.675,8,2
2018-01-03,10.041666666666668,5.687499999999999,10053.333333333334,257.0833333333333,8.5625,54,40
2018-01-04,11.375,9.158333333333335,10021.375,235.83333333333334,6.208333333333333,31,40
2018-01-05,8.870833333333335,6.541666666666667,10010.166666666666,214.58333333333334,4.116666666666666,12,0
2018-01-06,7.070833333333334,5.6875,10070.291666666666,98.75,2.1416666666666666,-3,0
2018-01-07,6.241666666666667,4.266666666666667,10166.458333333334,31.25,5.508333333333333,6,3
2018-01-08,5.987500000000001,3.8333333333333335,10168.958333333334,36.666666666666664,3.8625000000000003,-1,0
2018-01-09,5.9375,4.708333333333333,10098.041666666666,139.16666666666666,2.9875000000000003,0,0
2018-01-10,8.025,6.270833333333333,10086.291666666666,181.25,2.9250000000000003,26,6
2018-01-11,6.4125000000000005,5.570833333333333,10165.083333333334,160.83333333333334,2.216666666666667,1,12
2018-01-12,5.495833333333334,4.370833333333333,10258.791666666666,199.16666666666666,1.7083333333333333,-2,0
2018-01-13,3.7125000000000004,2.1,10207.958333333334,82.5,3.2249999999999996,-1,0
2018-01-14,3.5458333333333325,1.4416666666666667,10178.625,65.83333333333333,1.0291666666666666,0,0
2018-01-15,7.350000000000001,5.258333333333332,10091.083333333334,218.33333333333334,6.329166666666667,26,4
2018-01-16,7.875,4.841666666666668,10017.666666666666,253.33333333333334,7.141666666666667,43,1
2018-01-17,5.716666666666668,1.5958333333333332,10107.833333333334,259.1666666666667,6.8500000000000005,15,12
2018-01-18,8.783333333333333,6.370833333333333,10072.0,255.83333333333334,6.870833333333334,65,49
2018-01-19,5.045833333333333,2.5000000000000004,10134.166666666666,259.1666666666667,3.704166666666666,5,12
2018-01-20,7.408333333333335,5.745833333333334,10051.041666666666,238.75,4.766666666666667,38,40
2018-01-21,7.175,5.6875,10145.416666666666,185.41666666666666,3.1958333333333333,68,12
2018-01-22,10.837499999999999,8.8375,10142.625,277.5,3.608333333333333,133,180
2018-01-23,9.975000000000001,7.362500000000002,10238.25,212.08333333333334,4.075,-4,2
2018-01-24,12.483333333333334,9.220833333333333,10179.625,207.5,7.379166666666666,0,1
2018-01-25,9.112500000000002,7.366666666666667,10139.583333333334,224.58333333333334,3.1999999999999997,14,30
2018-01-26,6.895833333333335,4.749999999999999,10198.291666666666,176.25,1.7083333333333333,0,0
2018-01-27,4.8999999999999995,3.7000000000000006,10323.791666666666,191.66666666666666,2.6791666666666667,-1,0
2018-01-28,8.95,7.6625000000000005,10361.25,233.75,3.220833333333333,5,-1
2018-01-29,10.40416666666667,7.679166666666666,10333.708333333334,251.25,4.125,-2,-1
2018-01-30,9.8875,8.520833333333334,10290.166666666666,213.33333333333334,2.5666666666666664,2,0
2018-01-31,8.395833333333334,6.2625,10127.833333333334,236.66666666666666,6.183333333333334,83,24
2018-02-01,4.316666666666667,1.0333333333333334,10058.375,261.6666666666667,3.6,0,9
2018-02-02,4.6083333333333325,2.0291666666666672,10101.958333333334,286.6666666666667,3.391666666666667,-2,0
2018-02-03,3.8208333333333346,2.529166666666667,10086.75,197.5,1.9458333333333335,4,2
2018-02-04,2.316666666666667,-0.6416666666666665,10180.958333333334,38.333333333333336,4.470833333333333,11,4
2018-02-05,-0.1708333333333334,-1.929166666666667,10209.25,33.333333333333336,3.391666666666667,4,4
2018-02-06,-0.36250000000000004,-1.0208333333333333,10125.625,86.66666666666667,3.516666666666667,28,8
2018-02-07,-1.3499999999999996,-3.4374999999999996,10169.875,162.91666666666666,3.125,9,28
2018-02-08,-2.649999999999999,-5.304166666666666,10218.666666666666,64.16666666666667,0.6166666666666667,0,0
2018-02-09,-1.0166666666666666,-2.3750000000000004,10157.5,200.0,3.2416666666666667,30,10
2018-02-10,1.8708333333333336,-0.8458333333333335,10182.458333333334,216.25,3.2624999999999997,13,30
2018-02-11,4.5874999999999995,2.2416666666666667,10088.875,249.58333333333334,4.35,7,20
2018-02-12,2.0666666666666664,-1.1166666666666665,10181.083333333334,235.0,2.6416666666666666,0,0
2018-02-13,1.2333333333333332,-1.8791666666666667,10105.333333333334,160.41666666666666,5.020833333333333,3,0
2018-02-14,2.7916666666666665,1.458333333333333,10122.791666666666,158.33333333333334,4.55,21,6
2018-02-15,8.095833333333333,6.858333333333332,10141.916666666666,229.58333333333334,2.533333333333333,33,48
2018-02-16,5.204166666666667,1.9625000000000001,10258.916666666666,101.66666666666667,1.8458333333333332,0,2
2018-02-17,4.904166666666667,1.395833333333333,10219.791666666666,179.58333333333334,1.7541666666666667,0,0
2018-02-18,3.15,0.6291666666666667,10246.652173913044,113.75,2.470833333333333,0,0
2018-02-19,3.025,1.9041666666666666,10191.875,138.75,2.2833333333333337,16,-1
2018-02-20,4.358333333333333,2.3291666666666666,10178.904761904761,162.91666666666666,2.316666666666667,-3,20
2018-02-21,2.1958333333333333,-1.3041666666666667,10223.708333333334,48.333333333333336,3.9749999999999996,0,-1
2018-02-22,1.2083333333333333,-3.8416666666666672,10194.208333333334,80.83333333333333,4.204166666666667,0,0
2018-02-23,0.5833333333333333,-5.658333333333332,10170.625,35.833333333333336,4.725,0,0
2018-02-24,1.5625,-6.574999999999999,10170.791666666666,53.333333333333336,5.804166666666666,0,0
2018-02-25,-0.08333333333333348,-9.683333333333334,10229.083333333334,49.583333333333336,6.4375,0,0
