date,temperature,humidity,wind_speed_model,wind_direction_model,cloud_cover_low,cloud_cover_mid,cloud_cover_high,temp_avg,dewpoint,pressure,wind_direction_obs,wind_speed_obs,precipitation_1h,precipitation_6h
2025-03-01,3.4499999999999997,88.16666666666667,6.333333333333333,158.29105006079254,71.95833333333333,0.0,1.75,4.008333333333335,1.1250000000000002,10338.083333333334,122.08333333333331,2.333333333333333,0,0
2025-03-02,2.3666666666666667,89.625,2.1083333333333334,243.91386296514278,39.166666666666664,0.0,19.916666666666668,2.930434782608695,0.2217391304347825,10347.695652173914,146.52173913043478,1.047826086956522,0,0
2025-03-03,1.4208333333333334,91.29166666666667,3.529166666666667,257.41847819637627,68.375,0.0,1.9583333333333333,2.8416666666666663,0.1291666666666666,10297.625,213.33333333333331,1.4166666666666667,1,1
2025-03-04,2.85,87.33333333333333,5.658333333333334,212.83090257929558,58.625,0.0,28.166666666666668,3.725000000000001,0.1749999999999998,10264.791666666666,192.91666666666663,1.7916666666666667,0,0
2025-03-05,5.95,77.16666666666667,8.508333333333333,227.3324643740567,0.4166666666666667,0.0,1.8333333333333333,6.162499999999999,1.1416666666666668,10227.041666666666,215.625,3.4166666666666665,0,0
2025-03-06,7.5874999999999995,78.83333333333333,8.808333333333334,179.12379549174926,0.0,0.0,14.166666666666666,8.316666666666666,2.566666666666667,10171.583333333334,168.83333333333334,2.958333333333333,0,0
2025-03-07,10.033333333333333,73.33333333333333,8.862499999999999,164.79412103552738,0.125,0.875,18.833333333333332,10.341666666666669,4.083333333333334,10157.833333333334,151.66666666666666,3.1666666666666665,0,0
2025-03-08,10.579166666666667,64.66666666666667,8.279166666666667,113.29094483121769,0.0,2.5,3.2916666666666665,12.145833333333336,1.816666666666667,10125.375,107.08333333333331,4.041666666666667,0,0
2025-03-09,10.0,70.25,7.466666666666666,79.95626031050638,0.0,0.0,23.083333333333332,10.775,3.308333333333334,10057.916666666666,70.83333333333333,2.875,0,0
2025-03-10,8.329166666666667,78.0,8.133333333333333,40.74875838970415,0.0,9.708333333333334,30.875,9.029166666666669,3.295833333333333,10028.416666666666,44.583333333333336,2.795833333333333,0,0
2025-03-11,5.729166666666667,80.375,11.075000000000001,291.1255852839226,63.833333333333336,44.791666666666664,27.083333333333332,5.504166666666666,2.1541666666666672,10039.541666666666,332.0833333333333,4.458333333333333,0,0
2025-03-12,4.6,82.41666666666667,7.470833333333334,275.667183971293,32.166666666666664,26.541666666666668,0.0,4.35217391304348,1.473913043478261,10005.347826086956,268.7391304347826,3.4826086956521736,11,0
2025-03-13,3.408333333333333,83.41666666666667,6.433333333333334,213.37521248466987,24.75,9.833333333333334,0.0,3.270833333333332,0.5375,10010.25,198.75,2.583333333333333,0,6
2025-03-14,2.5291666666666663,73.20833333333333,8.1875,127.37424743553332,29.666666666666668,7.458333333333333,0.0,3.254166666666666,-1.7833333333333332,10103.291666666666,118.33333333333331,3.7916666666666665,0,0
2025-03-15,3.091666666666667,70.125,12.549999999999999,33.46073523564007,61.208333333333336,4.833333333333333,0.0,3.8958333333333335,-1.7416666666666665,10207.083333333334,39.583333333333336,5.55,1,0
2025-03-16,3.220833333333333,81.125,9.141666666666667,61.62734044427134,37.75,0.0,0.0,4.683333333333333,0.7000000000000001,10238.666666666666,124.58333333333331,3.670833333333333,0,0
2025-03-17,4.745833333333333,73.54166666666667,10.420833333333333,110.54074741458973,25.416666666666668,0.0,14.0,6.124999999999999,-1.616666666666667,10290.958333333334,62.5,4.833333333333333,0,0
2025-03-18,3.9791666666666665,56.625,11.0625,95.9188644828511,0.0,0.0,0.0,5.733333333333334,-7.004166666666667,10281.0,98.33333333333331,5.091666666666667,0,0
2025-03-19,6.808333333333334,65.04166666666667,8.1875,141.5434937091186,0.0,0.0,0.0,8.041666666666666,-1.2833333333333334,10237.125,132.08333333333334,2.9625,0,0
2025-03-20,10.008333333333333,71.625,5.7749999999999995,174.45991903938437,0.08333333333333333,7.041666666666667,11.375,10.1125,3.441666666666666,10212.5,143.33333333333334,2.083333333333333,0,0
2025-03-21,12.666666666666666,66.70833333333333,13.091666666666667,100.7087916501448,0.0,5.041666666666667,60.791666666666664,14.450000000000005,5.079166666666667,10127.916666666666,103.75,5.458333333333333,0,0
2025-03-22,14.029166666666667,62.75,12.6625,113.1648941162889,3.375,62.083333333333336,75.45833333333333,15.074999999999998,5.325000000000001,10037.25,107.08333333333331,5.083333333333333,0,0
2025-03-23,12.045833333333334,80.20833333333333,8.9,176.16733326887422,18.166666666666668,19.5,31.916666666666668,13.366666666666664,7.666666666666665,10040.458333333334,195.0,3.458333333333333,0,0
2025-03-24,9.320833333333333,88.125,8.020833333333334,295.1649377395949,44.666666666666664,9.083333333333334,21.625,8.620833333333332,6.337500000000002,10153.416666666666,318.75,3.9166666666666665,0,0
2025-03-25,7.845833333333334,83.66666666666667,8.979166666666666,269.96052433179,56.625,27.0,45.666666666666664,8.0125,5.4,10205.791666666666,274.1666666666667,4.25,0,0
2025-03-26,8.2875,83.41666666666667,8.325000000000001,164.20970408449395,48.041666666666664,0.0,14.833333333333334,8.36521739130435,5.308695652173912,10246.04347826087,182.6086956521739,2.960869565217391,0,0
2025-03-27,7.466666666666666,84.25,5.166666666666667,216.12540990129784,25.833333333333332,0.0,12.458333333333334,8.235,4.17,10215.6,203.5,2.205,0,0
2025-03-28,7.8625,87.625,11.112499999999999,240.04066827005838,54.291666666666664,21.5,9.291666666666666,7.87894736842105,5.952631578947369,10122.222222222224,263.1578947368421,4.3578947368421055,4,0
